VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
  39869       0 KEP1KGL12XCMD5210                      D NORMAL/ALARMED                         8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Mola descarr.-BR52-10"
  39870       0 KEP1KGL12RCLR5210                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Switch (43LR)-BR52-10"
  39871       0 KEP1KGL12XSWS8964Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Switches-Failure-SW89-64"
  39872       0 KEP1KGL12XSWS8966Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Switches-Failure-SW89-66"
  39873       0 KEP1KGL12XSWS8968Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Switches-Failure-SW89-68"
  39874       0 KEP1KGL12CILO8964                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL2 KGL1 69kV~Interlocking.-SW89-64"
  39875       0 KEP1KGL12CILO8966                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Interlocking.-SW89-66"
  39876       0 KEP1KGL12CILO8968                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Interlocking.-SW89-68"
  39877       0 KEP1KGL12CILO2911                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Intertvmt-SC Terra29-11"
  39878       0 KEP1KGL12RCLR8964                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Switch (43LR)-SW89-64"
  39879       0 KEP1KGL12RCLR8966                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Switch (43LR)-SW89-66"
  39880       0 KEP1KGL12RCLR8968                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Switch (43LR)-SW89-68"
  39881       0 KEP1KGL12ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL2 KGL1 69kV~Telecontr-Inclusion"
  39882       0 KEP1KGL12RSYN----GrAI                  D Group_2/Group_1                       93   30  264    0   E    0     0       1.0000       0.0000       0   2   1       0.0000 "KEP1~TL2 KGL1 69kV~(25)-Grupo de ajuste"
  39883       0 KEP1KGL12RREC----Incl                  D EXCLUDED/INCLUDED                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL2 KGL1 69kV~Recloser(79)-Inclusion"
  39884       0 KEP1KGL12RTFP----Nrml                  D INACTIVE/NORMAL                      128   54    2    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL2 KGL1 69kV~Transfer.prot.-Normal"
  39885       0 KEP1KGL12RTFP----Intm                  D INACTIVE/INTERMEDIARY                126   54   11    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Transfer.prot.-Interm"
  39886       0 KEP1KGL12RTFP----Trfd                  D DESATIVADO/TRANSFERIDO               130   54   12    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL2 KGL1 69kV~Transfer.prot.-Tranfer"
  39887       0 KEP1KGL12RTFP----Icpl                  D NORMAL/ALARMED                         8   54  162    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Transfer.prot.-Incompl"
  39888       0 KEP1KGL12TVDJ--LT                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Minidisjuntor do TP-LT"
  39889       0 KEP1KGL12TVDJ--Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~MiniDJ.TP-Barra"
  39890       0 KEP1KGL12ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Painel-Falta CC"
  39891       0 KEP1KGL12ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Switch/Hub SW-Fail"
  39892       0 KEP1KGL12RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL2 KGL1 69kV~UPC1-Internal failure"
  39893       0 KEP1KGL12RPC2----InFl                  D OK/DEFECT                             42  316  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL2 KGL1 69kV~UPC2-Internal failure"
  39894       0 KEP1KGL12RPC1----GosB                  D UNLOCKED/LOCKED                       34  315  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL2 KGL1 69kV~UPC1-Bloqueio Goose"
  39895       0 KEP1KGL12RPC2----GosB                  D UNLOCKED/LOCKED                       34  316  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL2 KGL1 69kV~UPC2-Bloqueio Goose"
  39896       0 KEP1KGL12RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL2 KGL1 69kV~UPC1-Sync.Failure"
  39897       0 KEP1KGL12RPC2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  316  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL2 KGL1 69kV~UPC2-Sync.Failure"
  39898       0 KEP1KGL12RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~UPC1-Link Failure-1"
  39899       0 KEP1KGL12RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~UPC2-Link Failure-1"
  39900       0 KEP1KGL12RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~UPC1-Link Failure-2"
  39901       0 KEP1KGL12RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~UPC2-Link Failure-2"
  39902       0 KEP1IB--0XCPS2402BlkC                  D UNLOCKED/LOCKED                       34   53    5    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~IB 69kV~Bx.pr.SF6-BlqFech-DJ24-02"
  39903       0 KEP1IB--0XCPS2402Alrm                  D NORMAL/ALARMED                         8   53    1    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Bx.pr.SF6-Alarme-DJ24-02"
  39904       0 KEP1IB--0XCB12402Sprv                  D NORMAL/ALARMED                         8   42   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Bob.abert.1-Superv-DJ24-02"
  39905       0 KEP1IB--0XCB22402Sprv                  D NORMAL/ALARMED                         8   43   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Bob.abert.2-Superv-DJ24-02"
  39906       0 KEP1IB--0XCCM2402LoDC                  D NORMAL/ALARMED                         8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Comando DJ-Falta CC-DJ24-02"
  39907       0 KEP1IB--0XCMO2402LoDC                  D NORMAL/ALARMED                         8   48   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Motor DJ-Falta CC-DJ24-02"
  39908       0 KEP1IB--0XCC12402LoDC                  D NORMAL/ALARMED                         8  266   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~CircAbert1-Falta CC-DJ24-02"
  39909       0 KEP1IB--0XCC22402LoDC                  D NORMAL/ALARMED                         8  267   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~CircAbert2-Falta CC-DJ24-02"
  39910       0 KEP1IB--0XCMD2402                      D NORMAL/ALARMED                         8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Mola descarr.-DJ24-02"
  39911       0 KEP1IB--0RCLR2402                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 69kV~Switch (43LR)-DJ24-02"
  39912       0 KEP1IB--0XSWS8954Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Switches-Failure-SW89-54"
  39913       0 KEP1IB--0XSWS8956Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Switches-Failure-SW89-56"
  39914       0 KEP1IB--0CILO8954                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 69kV~Interlocking.-SW89-54"
  39915       0 KEP1IB--0CILO8956                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 69kV~Interlocking.-SW89-56"
  39916       0 KEP1IB--0RCLR8954                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 69kV~Switch (43LR)-SW89-54"
  39917       0 KEP1IB--0RCLR8956                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 69kV~Switch (43LR)-SW89-56"
  39918       0 KEP1IB--0RBLF-O                        D NORMAL/OPERATED                       23  182    0    0   E    0     0       1.0000       0.0000       0   1   0       1.0000 "KEP1~IB 69kV~Lock-Out Relayfalha DJ(86BF)-Opr"
  39919       0 KEP1IB--0ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~IB 69kV~Telecontrole do módulo-Incl"
  39920       0 KEP1IB--0TVDJ--LT                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Minidisjuntor do TP-LT"
  39921       0 KEP1IB--0TVDJ--Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Minidisjuntor do TP-Barra"
  39922       0 KEP1IB--0ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Painel-Falta CC"
  39923       0 KEP1IB--0ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~Switch/Hub SW-Fail"
  39924       0 KEP1IB--0RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 69kV~UPC1-Internal failure"
  39925       0 KEP1IB--0RPC2----InFl                  D OK/DEFECT                             42  316  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 69kV~UPC2-Internal failure"
  39926       0 KEP1IB--0RPC1----GosB                  D UNLOCKED/LOCKED                       34  315  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~IB 69kV~UPC1-Bloqueio Goose"
  39927       0 KEP1IB--0RPC2----GosB                  D UNLOCKED/LOCKED                       34  316  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~IB 69kV~UPC2-Bloqueio Goose"
  39928       0 KEP1IB--0RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 69kV~UPC1-Sync.Failure"
  39929       0 KEP1IB--0RPC2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  316  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 69kV~UPC2-Sync.Failure"
  39930       0 KEP1IB--0RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~UPC1-Link Failure-Índ.1"
  39931       0 KEP1IB--0RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~UPC2-Link Failure-Índ.1"
  39932       0 KEP1IB--0RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~UPC1-Link Failure-Índ.2"
  39933       0 KEP1IB--0RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 69kV~UPC2-Link Failure-Índ.2"
  39934       0 KEP1UAC--ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~UAC~Painel-Falta CC"
  39935       0 KEP1UAC1-ZUAC----InFl                  D OK/DEFECT                             42  253  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~UAC1~UAC-Internal failure"
  39936       0 KEP1UAC2-ZUAC----InFl                  D OK/DEFECT                             42  253  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~UAC2~UAC-Internal failure"
  39937       0 KEP1UAC3-ZUAC----InFl                  D OK/DEFECT                             42  253  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~UAC3~UAC-Internal failure"
  39938       0 KEP1UAC4-ZUAC----InFl                  D OK/DEFECT                             42  253  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~UAC4~UAC-Internal failure"
  39939       0 KEP1UAC5-ZUAC----InFl                  D OK/DEFECT                             42  253  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~UAC5~UAC-Internal failure"
